OT_ID,Equipo_ID,Falla_ID,Actividad_ID,Mecanico_Lider_ID,Fecha_Ingreso,Fecha_Salida,Tipo_OT,Estado_OT,Horas_Taller,Horas_Planificadas,Num_Mecanicos,Horas_Hombre,Costo_ManoObra_USD,Costo_Repuestos_USD,Costo_Total_USD,Cumple_Plazo
2991,3,,6,18,2025-07-04 00:00:00.000000,2025-07-04 06:07:41.525963,Preventivo,Cerrada,6.13,6.0,1,6.13,140.95,990.3,1131.25,True
2992,12,,5,22,2025-07-04 00:00:00.000000,2025-07-04 03:49:07.314602,Preventivo,Cerrada,3.82,4.0,2,7.64,145.11,668.21,813.32,True
2993,13,2304.0,14,11,2025-07-04 09:26:24.267416,2025-07-04 13:45:54.307770,Correctivo,Cerrada,4.33,3.0,1,4.33,93.72,1299.07,1392.79,False
2994,21,2305.0,13,14,2025-07-04 16:09:31.588953,2025-07-05 02:57:41.230801,Correctivo,Cerrada,10.8,10.0,3,32.41,996.54,2869.76,3866.3,True
2995,7,2306.0,13,4,2025-07-04 17:54:47.393683,2025-07-05 03:07:03.566129,Correctivo,Cerrada,9.2,10.0,3,27.61,1242.08,274.12,1516.2,True
2996,11,2307.0,14,1,2025-07-04 22:07:27.054495,2025-07-05 03:24:36.902027,Correctivo,Cerrada,5.29,3.0,2,10.57,143.1,800.74,943.84,False
2997,13,,1,3,2025-07-05 00:00:00.000000,2025-07-05 04:05:08.141112,Preventivo,Cerrada,4.09,4.0,1,4.09,69.46,863.68,933.13,True
2998,20,,7,8,2025-07-05 00:00:00.000000,2025-07-05 05:38:18.488019,Preventivo,Cerrada,5.64,5.0,2,11.28,214.26,877.63,1091.9,False
2999,17,2308.0,14,24,2025-07-05 11:59:00.178983,2025-07-05 15:05:09.123789,Correctivo,Cerrada,3.1,3.0,1,3.1,51.1,35.03,86.14,True
3000,16,2309.0,14,1,2025-07-05 19:34:37.078741,2025-07-05 21:53:07.355937,Correctivo,Cerrada,2.31,3.0,3,6.93,100.63,858.95,959.59,True
3001,12,2310.0,14,19,2025-07-05 23:14:57.404364,2025-07-06 04:26:17.622124,Correctivo,Cerrada,5.19,3.0,2,10.38,243.37,380.84,624.22,False
3002,7,,4,23,2025-07-06 00:00:00.000000,2025-07-06 02:12:17.631185,Preventivo,Cerrada,2.2,2.0,2,4.41,145.52,237.55,383.07,False
3003,11,,4,17,2025-07-06 00:00:00.000000,2025-07-06 01:54:34.041133,Preventivo,Cerrada,1.91,2.0,2,3.82,129.84,175.55,305.4,True
3004,19,2311.0,14,21,2025-07-06 05:33:07.029884,2025-07-06 09:52:54.806197,Correctivo,Cerrada,4.33,3.0,2,8.66,167.77,585.35,753.12,False
3005,1,2312.0,13,14,2025-07-06 09:41:41.826032,2025-07-06 19:39:08.494266,Correctivo,Cerrada,9.96,10.0,2,19.91,601.12,15550.1,16151.22,True
3006,6,2313.0,14,18,2025-07-06 15:09:51.806017,2025-07-06 19:55:03.311252,Correctivo,Cerrada,4.75,3.0,3,14.26,336.81,5946.62,6283.43,False
3007,7,2314.0,14,22,2025-07-06 18:27:38.793080,2025-07-06 20:46:38.849187,Correctivo,Cancelada,2.32,3.0,2,4.63,95.46,981.36,1076.82,True
3008,16,,7,8,2025-07-07 00:00:00.000000,2025-07-07 04:16:59.048303,Preventivo,Cerrada,4.28,5.0,1,4.28,81.38,714.67,796.05,True
3009,6,,2,17,2025-07-07 00:00:00.000000,2025-07-07 03:19:17.925860,Preventivo,Cerrada,3.32,3.0,2,6.64,225.87,658.75,884.62,False
3010,17,2315.0,14,17,2025-07-07 09:27:54.231751,2025-07-07 14:36:18.975577,Correctivo,Cerrada,5.14,3.0,1,5.14,191.61,995.88,1187.49,False
3011,6,2316.0,13,11,2025-07-07 23:11:41.009507,2025-07-08 10:41:21.185503,Correctivo,Cerrada,11.49,10.0,2,22.99,503.23,741.16,1244.39,True
3012,6,2317.0,14,10,2025-07-08 22:22:12.259975,2025-07-09 02:04:44.202809,Correctivo,Cerrada,3.71,3.0,3,11.13,354.41,314.96,669.37,False
3013,5,2319.0,14,11,2025-07-09 18:02:12.703699,2025-07-09 20:32:41.935427,Correctivo,Cerrada,2.51,3.0,3,7.52,166.37,92.71,259.08,True
3014,17,2320.0,13,10,2025-07-10 03:34:47.122724,2025-07-10 10:43:18.474609,Correctivo,Cerrada,7.14,10.0,2,14.28,428.01,13414.15,13842.16,True
3015,18,2321.0,14,16,2025-07-10 06:58:50.691104,2025-07-10 12:00:06.669135,Correctivo,Cerrada,5.02,3.0,4,20.08,428.95,216.92,645.87,False
3016,4,2323.0,14,4,2025-07-10 08:57:05.091695,2025-07-10 12:26:31.464604,Correctivo,Cerrada,3.49,3.0,3,10.47,467.33,249.17,716.5,False
3017,19,2322.0,14,15,2025-07-10 11:20:26.342234,2025-07-10 16:32:08.330037,Correctivo,Cerrada,5.19,3.0,2,10.39,313.49,747.45,1060.94,False
3018,20,2324.0,13,12,2025-07-10 18:46:11.756247,2025-07-11 07:54:11.436900,Correctivo,Cancelada,13.13,10.0,2,26.27,369.02,244.36,613.38,False
3019,6,2325.0,14,6,2025-07-11 22:23:36.085367,2025-07-12 01:43:17.705527,Correctivo,Cerrada,3.33,3.0,3,9.98,456.79,843.45,1300.25,True
3020,21,2326.0,14,5,2025-07-12 17:16:33.774432,2025-07-12 20:28:32.793113,Correctivo,Cerrada,3.2,3.0,1,3.2,53.09,276.23,329.31,True
3021,11,2327.0,14,13,2025-07-12 20:52:50.046304,2025-07-13 00:58:43.326001,Correctivo,Cancelada,4.1,3.0,3,12.29,155.4,972.46,1127.86,False
3022,20,2328.0,14,18,2025-07-13 08:44:34.236851,2025-07-13 12:45:05.336586,Correctivo,Cerrada,4.01,3.0,1,4.01,98.24,736.44,834.67,False
3023,5,2329.0,14,12,2025-07-13 13:17:40.689877,2025-07-13 15:24:53.130970,Correctivo,Cerrada,2.12,3.0,2,4.24,67.61,303.23,370.84,True
3024,15,2330.0,14,9,2025-07-13 16:20:23.694624,2025-07-13 19:36:23.469712,Correctivo,Cancelada,3.27,3.0,2,6.53,176.3,270.47,446.77,True
3025,21,2333.0,14,1,2025-07-14 07:37:45.185469,2025-07-14 10:18:46.870862,Correctivo,Cerrada,2.68,3.0,3,8.05,109.44,615.36,724.8,True
3026,18,2332.0,14,12,2025-07-14 16:07:30.849306,2025-07-14 19:12:14.995037,Correctivo,Cerrada,3.08,3.0,3,9.24,150.82,607.9,758.72,True
3027,16,2334.0,14,17,2025-07-14 17:36:42.922211,2025-07-14 20:11:37.450936,Correctivo,Cerrada,2.58,3.0,3,7.75,289.55,109.43,398.97,True
3028,12,2335.0,14,7,2025-07-15 00:46:32.604732,2025-07-15 03:05:16.169586,Correctivo,Cerrada,2.31,3.0,1,2.31,70.47,825.36,895.83,True
3029,11,2336.0,14,5,2025-07-15 07:18:53.348689,2025-07-15 10:32:16.731203,Correctivo,Cerrada,3.22,3.0,4,12.89,233.27,2674.36,2907.63,True
3030,16,2337.0,14,19,2025-07-15 12:09:10.717038,2025-07-15 14:40:17.376808,Correctivo,Cerrada,2.52,3.0,2,5.04,123.77,80.44,204.21,True
3031,13,2338.0,14,4,2025-07-16 09:33:33.597606,2025-07-16 11:56:34.144769,Correctivo,Cerrada,2.38,3.0,3,7.15,287.36,3201.38,3488.75,True
3032,7,2340.0,13,21,2025-07-17 03:29:34.122120,2025-07-17 10:37:41.350965,Correctivo,Cerrada,7.14,10.0,2,14.27,244.89,10804.14,11049.04,True
3033,2,2339.0,14,4,2025-07-17 04:47:59.125396,2025-07-17 07:59:13.976758,Correctivo,Cerrada,3.19,3.0,4,12.75,507.91,2766.0,3273.92,True
3034,5,2341.0,14,6,2025-07-17 08:31:02.700641,2025-07-17 11:20:20.074337,Correctivo,Cerrada,2.82,3.0,3,8.46,372.5,2989.68,3362.17,True
3035,5,2343.0,14,1,2025-07-17 18:45:15.542549,2025-07-17 22:28:37.325578,Correctivo,Cerrada,3.72,3.0,2,7.45,108.37,248.9,357.27,False
3036,17,2342.0,13,10,2025-07-17 21:04:40.551068,2025-07-18 08:56:05.322149,Correctivo,Cerrada,11.86,10.0,2,23.71,690.56,4739.37,5429.93,False
3037,19,2344.0,14,8,2025-07-18 02:41:12.617222,2025-07-18 05:02:50.225802,Correctivo,Cerrada,2.36,3.0,2,4.72,92.48,66.43,158.91,True
3038,1,2348.0,14,10,2025-07-18 18:32:02.323528,2025-07-18 23:25:17.685680,Correctivo,Cerrada,4.89,3.0,2,9.78,321.76,113.82,435.59,False
3039,7,2350.0,14,3,2025-07-18 19:04:55.533103,2025-07-19 00:02:54.078955,Correctivo,Cerrada,4.97,3.0,2,9.93,183.97,154.0,337.97,False
3040,19,2349.0,13,5,2025-07-18 19:17:04.773549,2025-07-19 11:57:52.492557,Correctivo,Cerrada,16.68,10.0,1,16.68,286.21,7323.76,7609.97,False
3041,9,2347.0,14,15,2025-07-18 20:35:56.450094,2025-07-18 23:31:15.818073,Correctivo,Cerrada,2.92,3.0,3,8.77,247.13,78.09,325.22,True
3042,9,2346.0,14,3,2025-07-18 21:24:23.365205,2025-07-19 02:35:10.209195,Correctivo,Cerrada,5.18,3.0,1,5.18,87.43,379.99,467.42,False
3043,2,2353.0,14,7,2025-07-19 22:22:08.835278,2025-07-20 01:35:48.422333,Correctivo,Cerrada,3.23,3.0,1,3.23,98.98,57.76,156.74,True
3044,9,2354.0,14,24,2025-07-20 10:00:13.385426,2025-07-20 12:24:25.799024,Correctivo,Cerrada,2.4,3.0,2,4.81,85.19,3151.65,3236.85,True
3045,6,2356.0,14,20,2025-07-20 17:03:58.306393,2025-07-20 20:27:06.256367,Correctivo,Cerrada,3.39,3.0,2,6.77,155.75,4871.83,5027.57,True
3046,6,2357.0,14,18,2025-07-21 07:48:57.488066,2025-07-21 12:47:17.440297,Correctivo,Cerrada,4.97,3.0,2,9.94,224.17,196.17,420.34,False
3047,1,2359.0,14,21,2025-07-21 14:28:45.041538,2025-07-21 19:09:55.148800,Correctivo,Cerrada,4.69,3.0,2,9.37,185.7,709.0,894.69,False
3048,9,2358.0,14,24,2025-07-21 15:00:18.266774,2025-07-21 19:38:16.056252,Correctivo,Cerrada,4.63,3.0,3,13.9,269.62,742.92,1012.54,False
3049,6,,9,8,2025-07-22 00:00:00.000000,2025-07-22 03:02:49.011096,Predictivo,Cerrada,3.05,3.0,2,6.09,115.78,209.52,325.3,True
3050,18,2360.0,13,2,2025-07-22 01:51:55.400660,2025-07-22 17:44:10.072911,Correctivo,Cerrada,15.87,10.0,2,31.74,482.37,199.45,681.82,False
3051,1,2355.0,14,22,2025-07-22 07:12:22.553785,2025-07-22 09:57:50.797742,Correctivo,Cerrada,2.76,3.0,1,2.76,52.79,106.53,159.32,True
3052,8,2361.0,14,11,2025-07-23 10:51:21.292703,2025-07-23 16:06:39.852155,Correctivo,Cerrada,5.26,3.0,2,10.51,234.36,93.26,327.62,False
3053,3,,9,16,2025-07-24 00:00:00.000000,2025-07-24 03:29:38.222284,Predictivo,Cerrada,3.49,3.0,2,6.99,153.73,191.82,345.56,False
3054,1,2363.0,12,3,2025-07-24 11:00:47.885488,2025-07-24 23:18:24.412942,Correctivo,Cerrada,12.29,8.0,3,36.88,642.87,2383.5,3026.37,False
3055,15,2362.0,14,18,2025-07-24 15:29:23.895607,2025-07-24 18:13:21.247539,Correctivo,Cerrada,2.73,3.0,2,5.47,116.44,829.53,945.96,True
3056,19,2364.0,14,4,2025-07-25 00:02:55.558302,2025-07-25 04:13:02.307979,Correctivo,Cerrada,4.17,3.0,2,8.34,354.68,674.3,1028.98,False
3057,21,2365.0,14,16,2025-07-25 07:18:15.771296,2025-07-25 09:38:36.718797,Correctivo,Cerrada,2.34,3.0,2,4.68,92.92,98.07,190.99,True
3058,18,,8,6,2025-07-26 00:00:00.000000,2025-07-26 02:11:01.941077,Predictivo,Cerrada,2.18,2.0,1,2.18,91.72,126.55,218.28,True
3059,4,,9,4,2025-07-26 00:00:00.000000,2025-07-26 03:31:52.171329,Predictivo,Cerrada,3.53,3.0,1,3.53,155.37,185.42,340.79,False
3060,21,,8,22,2025-07-26 00:00:00.000000,2025-07-26 01:55:31.496624,Predictivo,Cerrada,1.93,2.0,1,1.93,36.58,119.53,156.12,True
3061,1,,10,21,2025-07-26 00:00:00.000000,2025-07-26 03:28:25.239041,Predictivo,Cerrada,3.47,3.0,1,3.47,66.0,220.32,286.32,False
3062,6,2366.0,14,19,2025-07-26 00:02:19.350618,2025-07-26 04:19:01.830420,Correctivo,Cerrada,4.28,3.0,2,8.56,209.84,11682.2,11892.03,False
3063,11,2367.0,13,18,2025-07-26 08:58:40.064103,2025-07-26 23:28:17.217558,Correctivo,Cerrada,14.49,10.0,1,14.49,338.32,203.64,541.96,False
3064,9,2368.0,14,20,2025-07-26 09:24:14.586907,2025-07-26 14:32:57.219538,Correctivo,Cerrada,5.15,3.0,1,5.15,130.67,511.18,641.85,False
3065,17,2369.0,13,23,2025-07-26 13:30:02.859440,2025-07-27 04:27:37.134692,Correctivo,Cerrada,14.96,10.0,2,29.92,1022.63,7103.65,8126.28,False
3066,12,2371.0,14,19,2025-07-28 04:00:27.914471,2025-07-28 08:47:57.792471,Correctivo,Cerrada,4.79,3.0,1,4.79,112.45,256.65,369.11,False
3067,13,2370.0,14,9,2025-07-28 08:57:48.245217,2025-07-28 12:56:27.918053,Correctivo,Cerrada,3.98,3.0,2,7.96,188.77,11123.35,11312.13,False
3068,18,2372.0,14,19,2025-07-28 20:54:23.995377,2025-07-29 01:04:30.889459,Correctivo,Cerrada,4.17,3.0,1,4.17,108.11,553.59,661.7,False
3069,16,,8,18,2025-07-29 00:00:00.000000,2025-07-29 02:23:00.890000,Predictivo,Cerrada,2.38,2.0,1,2.38,54.82,98.01,152.83,False
3070,19,,8,12,2025-07-29 00:00:00.000000,2025-07-29 02:17:08.696171,Predictivo,Cerrada,2.29,2.0,2,4.57,68.57,139.12,207.7,True
3071,7,2373.0,14,23,2025-07-29 23:19:27.307173,2025-07-30 04:17:02.756652,Correctivo,Cerrada,4.96,3.0,2,9.92,358.85,305.89,664.74,False
3072,5,,6,6,2025-07-30 00:00:00.000000,2025-07-30 06:19:21.482422,Preventivo,Cerrada,6.32,6.0,2,12.65,531.1,1086.91,1618.01,True
3073,2,,8,12,2025-07-30 00:00:00.000000,2025-07-30 02:09:55.845293,Predictivo,Cerrada,2.17,2.0,1,2.17,32.48,120.88,153.37,True
3074,12,,11,3,2025-07-30 00:00:00.000000,2025-07-30 03:40:30.309562,Predictivo,Cerrada,3.68,4.0,2,7.35,124.95,227.63,352.58,True
3075,20,2374.0,14,3,2025-07-30 21:41:11.944232,2025-07-31 01:25:44.445748,Correctivo,Cerrada,3.74,3.0,3,11.23,184.62,860.18,1044.8,False
3076,3,,7,4,2025-07-31 00:00:00.000000,2025-07-31 04:41:09.896463,Preventivo,Cerrada,4.69,5.0,2,9.37,412.38,639.16,1051.54,True
3077,18,,4,25,2025-07-31 00:00:00.000000,2025-07-31 02:00:15.166712,Preventivo,Cerrada,2.0,2.0,3,6.01,282.59,247.65,530.24,True
3078,10,2375.0,14,1,2025-07-31 08:02:08.486229,2025-07-31 10:23:22.095318,Correctivo,Cerrada,2.35,3.0,3,7.06,108.34,639.93,748.26,True
3079,10,2376.0,14,2,2025-07-31 11:44:45.388032,2025-07-31 15:59:50.206018,Correctivo,Cerrada,4.25,3.0,2,8.5,135.37,14635.55,14770.92,False
3080,1,,2,15,2025-08-01 00:00:00.000000,2025-08-01 03:08:54.189141,Preventivo,Cerrada,3.15,3.0,1,3.15,91.3,546.53,637.83,True
3081,8,,8,5,2025-08-01 00:00:00.000000,2025-08-01 02:18:24.119049,Predictivo,Cerrada,2.31,2.0,2,4.61,78.43,104.44,182.87,False
3082,6,,5,24,2025-08-02 00:00:00.000000,2025-08-02 03:48:14.670534,Preventivo,Cerrada,3.8,4.0,1,3.8,68.47,680.83,749.3,True
3083,4,,4,21,2025-08-02 00:00:00.000000,2025-08-02 02:16:42.111131,Preventivo,Cerrada,2.28,2.0,2,4.56,86.58,240.92,327.5,False
3084,15,,7,9,2025-08-02 00:00:00.000000,2025-08-02 04:54:35.987379,Preventivo,Cerrada,4.91,5.0,2,9.82,245.5,789.35,1034.85,True
3085,12,,7,1,2025-08-02 00:00:00.000000,2025-08-02 04:52:24.796092,Preventivo,Cerrada,4.87,5.0,1,4.87,68.23,853.17,921.39,True
3086,2,2378.0,14,1,2025-08-02 01:17:25.092020,2025-08-02 05:32:03.496027,Correctivo,Cerrada,4.24,3.0,2,8.49,120.33,511.3,631.63,False
3087,5,2380.0,14,25,2025-08-02 02:25:40.602807,2025-08-02 04:56:34.103933,Correctivo,Cerrada,2.51,3.0,1,2.51,123.5,272.4,395.89,True
3088,9,2379.0,13,14,2025-08-02 02:27:46.415611,2025-08-02 13:33:34.579142,Correctivo,Cerrada,11.1,10.0,1,11.1,366.66,8871.97,9238.63,True
3089,9,2381.0,13,16,2025-08-02 11:48:28.719037,2025-08-03 01:00:48.963370,Correctivo,Cerrada,13.21,10.0,2,26.41,607.78,12221.91,12829.69,False
3090,4,2382.0,14,20,2025-08-02 19:31:22.264494,2025-08-02 21:41:51.073935,Correctivo,Cerrada,2.17,3.0,3,6.52,165.2,3228.89,3394.1,True
3091,13,,5,13,2025-08-03 00:00:00.000000,2025-08-03 04:13:32.551874,Preventivo,Cerrada,4.23,4.0,2,8.45,101.42,567.32,668.74,True
3092,13,2383.0,14,19,2025-08-03 03:19:49.320862,2025-08-03 08:16:05.609584,Correctivo,Cerrada,4.94,3.0,3,14.81,355.34,407.72,763.06,False
3093,20,2384.0,14,6,2025-08-03 22:32:23.752021,2025-08-04 01:46:44.269351,Correctivo,Cerrada,3.24,3.0,1,3.24,144.66,118.42,263.08,True
3094,17,,8,6,2025-08-04 00:00:00.000000,2025-08-04 02:08:39.038186,Predictivo,Cerrada,2.14,2.0,2,4.29,180.11,109.52,289.63,True
3095,15,,9,12,2025-08-04 00:00:00.000000,2025-08-04 02:52:48.584104,Predictivo,Cerrada,2.88,3.0,1,2.88,43.2,156.9,200.1,True
3096,10,,9,8,2025-08-04 00:00:00.000000,2025-08-04 02:55:59.573842,Predictivo,Cerrada,2.93,3.0,2,5.87,111.46,156.3,267.76,True
3097,20,2385.0,14,4,2025-08-04 06:16:15.802795,2025-08-04 09:08:58.875687,Correctivo,Cerrada,2.88,3.0,3,8.64,364.49,5260.03,5624.51,True
3098,18,2388.0,14,3,2025-08-04 19:08:50.655486,2025-08-04 21:32:48.859725,Correctivo,Cerrada,2.4,3.0,3,7.2,121.38,642.03,763.41,True
3099,15,2387.0,14,4,2025-08-04 19:24:29.283034,2025-08-04 23:05:03.718068,Correctivo,Cerrada,3.68,3.0,1,3.68,174.62,1617.69,1792.31,False
3100,6,2386.0,14,16,2025-08-04 20:27:46.374996,2025-08-04 22:42:35.557744,Correctivo,Cerrada,2.25,3.0,3,6.74,148.31,78.18,226.49,True
3101,7,,4,12,2025-08-05 00:00:00.000000,2025-08-05 02:13:30.242034,Preventivo,Cerrada,2.23,2.0,1,2.23,33.38,173.83,207.21,False
3102,17,,3,17,2025-08-05 00:00:00.000000,2025-08-05 05:34:25.113185,Preventivo,Cerrada,5.57,5.0,3,16.72,568.51,375.41,943.92,False
3103,10,2389.0,14,15,2025-08-05 19:25:33.455743,2025-08-06 00:24:01.437499,Correctivo,Cerrada,4.97,3.0,2,9.95,303.16,372.72,675.88,False
3104,7,,9,19,2025-08-06 00:00:00.000000,2025-08-06 02:47:30.080613,Predictivo,Cerrada,2.79,3.0,1,2.79,69.79,174.91,244.7,True
3105,5,,8,13,2025-08-06 00:00:00.000000,2025-08-06 01:48:51.700666,Predictivo,Cerrada,1.81,2.0,1,1.81,21.77,125.26,147.03,True
3106,8,,5,22,2025-08-06 00:00:00.000000,2025-08-06 03:53:18.729027,Preventivo,Cerrada,3.89,4.0,2,7.78,147.76,658.21,805.98,True
3107,6,2390.0,14,23,2025-08-06 03:45:46.949053,2025-08-06 07:05:24.619950,Correctivo,Cerrada,3.33,3.0,3,9.98,311.28,2021.82,2333.1,True
3108,14,,8,10,2025-08-07 00:00:00.000000,2025-08-07 01:49:27.855624,Predictivo,Cerrada,1.82,2.0,2,3.65,109.46,116.79,226.25,True
3109,13,,9,2,2025-08-07 00:00:00.000000,2025-08-07 03:22:59.672775,Predictivo,Cerrada,3.38,3.0,1,3.38,54.13,209.58,263.72,True
3110,11,,9,22,2025-08-07 00:00:00.000000,2025-08-07 03:19:13.346421,Predictivo,Cerrada,3.32,3.0,1,3.32,63.09,153.5,216.58,True
3111,20,,2,5,2025-08-07 00:00:00.000000,2025-08-07 03:03:02.443229,Preventivo,Cerrada,3.05,3.0,1,3.05,51.86,587.55,639.41,True
3112,11,,7,25,2025-08-07 00:00:00.000000,2025-08-07 04:41:30.849588,Preventivo,Cerrada,4.69,5.0,2,9.38,441.04,850.47,1291.51,True
3113,2,,5,7,2025-08-07 00:00:00.000000,2025-08-07 03:54:21.523407,Preventivo,Cerrada,3.91,4.0,2,7.81,257.79,548.99,806.78,True
3114,16,,1,4,2025-08-07 00:00:00.000000,2025-08-07 03:59:55.773550,Preventivo,Cerrada,4.0,4.0,3,12.0,527.85,770.66,1298.5,True
3115,16,2393.0,14,7,2025-08-07 04:18:47.881543,2025-08-07 07:03:03.909673,Correctivo,Cerrada,2.74,3.0,1,2.74,85.0,1617.82,1702.82,True
3116,13,2394.0,14,2,2025-08-07 15:07:20.287915,2025-08-07 19:10:43.687866,Correctivo,Cerrada,4.06,3.0,3,12.17,193.87,3070.67,3264.53,False
3117,20,2395.0,14,10,2025-08-07 18:48:26.298082,2025-08-07 21:58:18.487716,Correctivo,Cerrada,3.16,3.0,1,3.16,97.91,3735.17,3833.08,True
3118,20,2396.0,13,6,2025-08-07 21:54:20.479366,2025-08-08 09:25:55.764918,Correctivo,Cerrada,11.53,10.0,3,34.58,1477.4,22329.22,23806.63,False
3119,9,,11,4,2025-08-08 00:00:00.000000,2025-08-08 04:11:22.013167,Predictivo,Cerrada,4.19,4.0,1,4.19,184.34,229.24,413.57,True
3120,21,,2,16,2025-08-08 00:00:00.000000,2025-08-08 02:45:51.498099,Preventivo,Cerrada,2.76,3.0,2,5.53,121.63,533.73,655.36,True
3121,9,,6,22,2025-08-08 00:00:00.000000,2025-08-08 06:42:11.910903,Preventivo,Cerrada,6.7,6.0,1,6.7,127.36,861.14,988.5,False
3122,7,2397.0,14,21,2025-08-08 18:06:01.670797,2025-08-08 22:59:56.504106,Correctivo,Cerrada,4.9,3.0,2,9.8,178.98,331.2,510.18,False
3123,14,,2,20,2025-08-09 00:00:00.000000,2025-08-09 02:50:07.759987,Preventivo,Cerrada,2.84,3.0,1,2.84,68.05,458.36,526.41,True
3124,10,,4,7,2025-08-09 00:00:00.000000,2025-08-09 01:52:19.241729,Preventivo,Cerrada,1.87,2.0,2,3.74,123.55,214.65,338.21,True
3125,19,,7,4,2025-08-09 00:00:00.000000,2025-08-09 05:23:47.898030,Preventivo,Cerrada,5.4,5.0,1,5.4,237.45,889.55,1127.0,True
3126,10,2398.0,14,6,2025-08-09 05:43:26.086016,2025-08-09 10:16:22.560606,Correctivo,Cerrada,4.55,3.0,2,9.1,369.45,159.11,528.56,False
3127,13,2399.0,14,23,2025-08-09 20:28:26.400992,2025-08-10 00:57:05.922995,Correctivo,Cerrada,4.48,3.0,2,8.96,317.38,3104.23,3421.61,False
3128,20,,9,17,2025-08-10 00:00:00.000000,2025-08-10 02:46:55.912525,Predictivo,Cerrada,2.78,3.0,2,5.56,189.19,181.1,370.29,True
3129,4,2401.0,13,9,2025-08-11 00:57:46.718261,2025-08-11 15:03:27.288624,Correctivo,Cerrada,14.09,10.0,2,28.19,746.0,566.36,1312.36,False
3130,9,2402.0,13,23,2025-08-11 08:17:13.819848,2025-08-12 00:20:04.394332,Correctivo,Cerrada,16.05,10.0,2,32.09,1146.59,8748.38,9894.97,False
3131,15,2403.0,14,16,2025-08-11 16:41:20.589537,2025-08-11 18:55:27.255318,Correctivo,Cerrada,2.24,3.0,2,4.47,91.64,64.22,155.86,True
3132,11,2400.0,13,15,2025-08-11 18:11:50.837921,2025-08-12 02:31:40.918141,Correctivo,Cerrada,8.33,10.0,3,24.99,724.42,27448.74,28173.17,True
3133,15,2405.0,14,16,2025-08-12 12:34:13.202798,2025-08-12 16:49:40.814635,Correctivo,Cerrada,4.26,3.0,4,17.03,360.47,584.6,945.07,False
3134,14,2406.0,13,24,2025-08-12 23:04:30.070364,2025-08-13 16:54:28.278067,Correctivo,Cancelada,17.83,10.0,3,53.5,936.06,10350.4,11286.47,False
3135,7,2407.0,14,17,2025-08-13 07:47:09.962514,2025-08-13 10:42:03.508860,Correctivo,Cerrada,2.91,3.0,3,8.74,313.11,160.49,473.6,True
3136,7,2409.0,14,5,2025-08-15 07:47:42.780186,2025-08-15 11:48:46.876217,Correctivo,Cerrada,4.02,3.0,3,12.05,221.58,45.63,267.21,False
3137,13,2408.0,14,9,2025-08-15 08:45:47.188575,2025-08-15 13:39:35.617700,Correctivo,Cerrada,4.9,3.0,3,14.69,336.92,707.28,1044.21,False
3138,1,2410.0,14,9,2025-08-15 09:43:56.199716,2025-08-15 15:06:52.346688,Correctivo,Cerrada,5.38,3.0,2,10.76,254.29,466.45,720.74,False
3139,19,2412.0,14,14,2025-08-17 11:22:52.400929,2025-08-17 14:03:54.800737,Correctivo,Cerrada,2.68,3.0,2,5.37,164.75,97.07,261.82,True
3140,5,2413.0,14,9,2025-08-18 12:52:21.959543,2025-08-18 16:19:04.666284,Correctivo,Cerrada,3.45,3.0,1,3.45,91.13,262.11,353.25,True
3141,7,2414.0,14,23,2025-08-19 12:24:33.710994,2025-08-19 14:38:00.069542,Correctivo,Cerrada,2.22,3.0,1,2.22,78.1,1131.04,1209.14,True
3142,5,2418.0,13,5,2025-08-20 13:49:54.870362,2025-08-20 23:07:44.488925,Correctivo,Cancelada,9.3,10.0,3,27.89,512.39,213.74,726.13,True
3143,16,2420.0,14,20,2025-08-20 17:51:58.885235,2025-08-20 20:00:20.863149,Correctivo,Cancelada,2.14,3.0,3,6.42,152.47,906.7,1059.17,True
3144,3,2415.0,14,22,2025-08-20 18:11:12.328031,2025-08-20 20:37:00.884367,Correctivo,Cancelada,2.43,3.0,2,4.86,91.06,1625.76,1716.81,True
3145,11,2417.0,13,10,2025-08-20 18:11:33.415251,2025-08-21 08:25:03.064295,Correctivo,Cerrada,14.22,10.0,2,28.45,795.19,398.67,1193.86,False
3146,2,2421.0,14,8,2025-08-20 21:58:13.411328,2025-08-21 02:39:20.621501,Correctivo,Cerrada,4.69,3.0,3,14.06,280.45,3461.27,3741.72,False
3147,2,2424.0,13,5,2025-08-21 16:12:31.495080,2025-08-22 01:46:13.061866,Correctivo,Cerrada,9.56,10.0,2,19.12,310.15,520.87,831.02,True
3148,13,2422.0,14,3,2025-08-21 16:23:58.082258,2025-08-21 21:25:25.392161,Correctivo,Cerrada,5.02,3.0,2,10.05,160.12,268.58,428.7,False
3149,4,2423.0,14,12,2025-08-21 19:24:50.311482,2025-08-21 21:58:32.291790,Correctivo,Cerrada,2.56,3.0,3,7.68,113.93,348.17,462.1,True
3150,13,2427.0,14,2,2025-08-22 08:58:54.372793,2025-08-22 11:18:22.811670,Correctivo,Cerrada,2.32,3.0,1,2.32,34.53,94.76,129.29,True
3151,6,2426.0,14,25,2025-08-22 15:23:58.543698,2025-08-22 19:26:24.378851,Correctivo,Cerrada,4.04,3.0,3,12.12,538.59,4478.87,5017.46,False
3152,21,2425.0,14,19,2025-08-22 16:51:08.842715,2025-08-22 21:17:27.899265,Correctivo,Cerrada,4.44,3.0,3,13.32,333.89,709.3,1043.19,False
