Falla_ID,Equipo_ID,Componente_ID,CausaRaiz_ID,Turno_ID,Fecha,Fecha_Hora_Falla,Modo_Falla,Severidad,Horas_Parada_Equipo,Detectada_Por
2165,19,3,13,2,2025-05-09,2025-05-09 03:36:00,Vibraciones excesivas,Alta,17.58,Inspección
2166,10,35,14,2,2025-05-09,2025-05-09 22:03:00,Falla de controles,Media,5.5,Operador
2167,7,20,13,1,2025-05-10,2025-05-10 11:36:00,Fuga de fluido,Baja,1.73,Operador
2168,12,30,6,1,2025-05-10,2025-05-10 15:19:00,Fatiga de material,Baja,1.57,Operador
2169,5,14,6,1,2025-05-10,2025-05-10 15:24:00,Fuga hidráulica,Baja,1.71,Operador
2170,12,16,10,1,2025-05-10,2025-05-10 17:58:00,Vibraciones excesivas,Alta,15.05,Operador
2171,8,14,7,2,2025-05-11,2025-05-11 01:15:00,Rotura de cilindro,Baja,1.69,Operador
2172,1,16,3,2,2025-05-11,2025-05-11 02:00:00,Pérdida de presión,Baja,2.9,Operador
2173,15,29,6,2,2025-05-11,2025-05-11 06:30:00,Fatiga de material,Alta,20.39,Inspección
2174,9,24,9,1,2025-05-11,2025-05-11 09:45:00,Pinchadura,Media,6.38,Operador
2175,20,4,8,1,2025-05-11,2025-05-11 11:41:00,Pérdida de potencia,Baja,1.41,Operador
2176,16,34,6,1,2025-05-12,2025-05-12 07:49:00,Rotura,Baja,1.71,Operador
2177,18,12,14,2,2025-05-13,2025-05-13 01:54:00,Vibraciones excesivas,Media,5.88,Operador
2178,21,3,2,1,2025-05-13,2025-05-13 17:12:00,Vibraciones excesivas,Media,4.53,Operador
2179,11,29,6,2,2025-05-14,2025-05-14 03:29:00,Rotura,Media,6.46,Inspección
2180,5,4,10,1,2025-05-14,2025-05-14 07:35:00,Vibraciones excesivas,Baja,1.98,Monitoreo remoto
2181,19,16,9,1,2025-05-14,2025-05-14 10:07:00,Rotura de cilindro,Alta,16.54,Operador
2182,11,35,11,2,2025-05-14,2025-05-14 20:15:00,Falla de pantalla,Media,8.56,Operador
2183,20,16,8,2,2025-05-14,2025-05-14 21:53:00,Pérdida de presión,Media,7.07,Operador
2184,4,35,10,2,2025-05-15,2025-05-15 04:01:00,Falla de pantalla,Media,4.91,Monitoreo remoto
2185,1,26,4,1,2025-05-15,2025-05-15 13:44:00,Fisura,Media,5.35,Operador
2186,9,13,13,2,2025-05-15,2025-05-15 21:56:00,Fuga hidráulica,Media,6.43,Monitoreo remoto
2187,10,14,13,1,2025-05-16,2025-05-16 07:09:00,Fuga hidráulica,Media,5.62,Operador
2188,14,11,8,1,2025-05-16,2025-05-16 08:48:00,Falla eléctrica,Media,4.27,Operador
2189,7,1,6,1,2025-05-16,2025-05-16 09:53:00,Fuga de aceite,Alta,12.11,Operador
2190,2,5,15,1,2025-05-16,2025-05-16 15:16:00,Ruido anormal,Media,7.59,Inspección
2191,5,17,10,2,2025-05-16,2025-05-16 20:02:00,Desgaste de engranajes,Alta,22.59,Inspección
2192,7,5,15,2,2025-05-19,2025-05-19 06:13:00,Ruido anormal,Baja,2.06,Inspección
2193,5,16,14,1,2025-05-19,2025-05-19 12:09:00,Recalentamiento aceite,Media,6.88,Monitoreo remoto
2194,2,14,4,1,2025-05-19,2025-05-19 13:29:00,Recalentamiento aceite,Media,6.34,Operador
2195,5,36,14,2,2025-05-20,2025-05-20 05:28:00,Falla de pantalla,Media,8.74,Operador
2196,14,16,15,1,2025-05-20,2025-05-20 11:18:00,Vibraciones excesivas,Media,7.99,Inspección
2197,21,34,9,1,2025-05-21,2025-05-21 18:49:00,Rotura,Alta,14.66,Operador
2198,6,7,16,1,2025-05-22,2025-05-22 18:37:00,Sobrecarga,Media,7.96,Inspección
2199,12,7,10,2,2025-05-22,2025-05-22 23:24:00,Falla eléctrica,Alta,20.12,Operador
2200,9,12,8,2,2025-05-23,2025-05-23 03:54:00,Recalentamiento aceite,Baja,1.7,Monitoreo remoto
2201,15,15,1,1,2025-05-23,2025-05-23 11:36:00,Recalentamiento aceite,Baja,2.15,Inspección
2202,21,33,6,1,2025-05-23,2025-05-23 13:55:00,Rotura,Baja,2.06,Inspección
2203,2,15,10,2,2025-05-24,2025-05-24 04:13:00,Vibraciones excesivas,Media,5.71,Operador
2204,5,22,16,2,2025-05-24,2025-05-24 04:46:00,Falla de frenos,Media,8.08,Monitoreo remoto
2205,11,4,5,1,2025-05-24,2025-05-24 08:25:00,Vibraciones excesivas,Media,7.72,Inspección
2206,3,18,2,1,2025-05-24,2025-05-24 08:26:00,Ruido anormal,Alta,12.83,Monitoreo remoto
2207,5,19,3,1,2025-05-24,2025-05-24 15:55:00,Patinamiento,Alta,16.01,Inspección
2208,2,9,4,2,2025-05-24,2025-05-24 22:58:00,Cortocircuito,Media,7.5,Operador
2209,3,4,9,2,2025-05-25,2025-05-25 03:55:00,Ruido anormal,Media,5.36,Operador
2210,2,20,10,2,2025-05-25,2025-05-25 04:46:00,Desgaste excesivo,Baja,2.71,Operador
2211,13,3,12,1,2025-05-25,2025-05-25 11:05:00,Fuga de aceite,Media,4.21,Operador
2212,2,35,15,2,2025-05-25,2025-05-25 19:15:00,Falla de A/C,Baja,2.14,Operador
2213,10,30,9,2,2025-05-25,2025-05-25 21:23:00,Desgaste cuchara,Media,8.15,Monitoreo remoto
2214,7,21,14,1,2025-05-26,2025-05-26 10:05:00,Desgaste excesivo,Baja,2.89,Operador
2215,13,30,11,2,2025-05-26,2025-05-26 20:50:00,Fatiga de material,Media,7.79,Inspección
2216,18,7,5,2,2025-05-26,2025-05-26 21:36:00,Pérdida de señal,Baja,1.91,Operador
2217,6,36,1,2,2025-05-27,2025-05-27 02:26:00,Falla de A/C,Media,5.19,Operador
2218,12,12,11,1,2025-05-27,2025-05-27 10:22:00,Fuga hidráulica,Alta,21.87,Operador
2219,11,6,6,1,2025-05-28,2025-05-28 09:01:00,Recalentamiento,Media,4.67,Inspección
2220,7,2,4,2,2025-05-28,2025-05-28 19:15:00,Vibraciones excesivas,Media,5.53,Operador
2221,11,13,14,1,2025-05-29,2025-05-29 13:26:00,Pérdida de presión,Media,5.3,Operador
2222,1,36,15,2,2025-05-29,2025-05-29 19:30:00,Falla de A/C,Media,5.71,Inspección
2223,2,36,4,2,2025-05-29,2025-05-29 21:35:00,Falla de A/C,Media,8.36,Monitoreo remoto
2224,4,17,1,2,2025-05-30,2025-05-30 03:04:00,Desgaste de engranajes,Crítica,67.0,Inspección
2225,4,16,3,2,2025-05-30,2025-05-30 03:11:00,Fuga hidráulica,Baja,2.32,Operador
2226,12,15,14,2,2025-05-30,2025-05-30 06:11:00,Pérdida de presión,Baja,1.87,Inspección
2227,7,16,14,2,2025-05-30,2025-05-30 06:31:00,Pérdida de presión,Media,8.84,Inspección
2228,7,13,11,1,2025-05-30,2025-05-30 09:04:00,Fuga hidráulica,Baja,1.85,Inspección
2229,13,35,14,1,2025-06-01,2025-06-01 11:00:00,Falla de A/C,Media,5.43,Operador
2230,16,15,6,1,2025-06-01,2025-06-01 13:29:00,Rotura de cilindro,Media,7.35,Operador
2231,6,17,7,2,2025-06-01,2025-06-01 21:27:00,Patinamiento,Media,5.87,Operador
2232,11,7,4,2,2025-06-02,2025-06-02 04:44:00,Cortocircuito,Baja,2.56,Monitoreo remoto
2233,10,3,12,1,2025-06-03,2025-06-03 09:54:00,Fuga de aceite,Media,5.01,Operador
2234,11,15,10,1,2025-06-03,2025-06-03 11:08:00,Recalentamiento aceite,Media,8.26,Operador
2235,15,16,13,2,2025-06-03,2025-06-03 21:36:00,Fuga hidráulica,Media,5.4,Operador
2236,7,15,7,2,2025-06-03,2025-06-03 23:21:00,Fuga hidráulica,Baja,2.89,Monitoreo remoto
2237,18,4,9,1,2025-06-04,2025-06-04 14:03:00,Fuga de aceite,Media,4.98,Inspección
2238,20,12,9,2,2025-06-05,2025-06-05 04:20:00,Rotura de cilindro,Baja,2.76,Operador
2239,18,5,6,2,2025-06-05,2025-06-05 04:46:00,Recalentamiento,Baja,1.79,Monitoreo remoto
2240,9,5,3,2,2025-06-05,2025-06-05 19:17:00,Pérdida de potencia,Media,7.29,Inspección
2241,15,8,5,2,2025-06-05,2025-06-05 20:27:00,Cortocircuito,Media,8.26,Inspección
2242,11,2,6,2,2025-06-05,2025-06-05 20:37:00,Fuga de aceite,Baja,2.34,Operador
2243,2,17,7,2,2025-06-06,2025-06-06 00:18:00,Recalentamiento,Media,4.22,Operador
2244,1,19,16,1,2025-06-07,2025-06-07 11:44:00,Ruido anormal,Media,4.75,Monitoreo remoto
2245,5,25,3,1,2025-06-08,2025-06-08 16:55:00,Deformación,Media,7.39,Operador
2246,9,3,6,2,2025-06-09,2025-06-09 01:41:00,Recalentamiento,Alta,22.74,Monitoreo remoto
2247,17,35,11,1,2025-06-09,2025-06-09 08:19:00,Falla de pantalla,Alta,23.36,Operador
2248,2,2,16,2,2025-06-09,2025-06-09 21:55:00,Fuga de aceite,Media,5.73,Operador
2249,4,10,8,2,2025-06-09,2025-06-09 22:08:00,Cortocircuito,Baja,2.06,Operador
2250,15,30,5,2,2025-06-10,2025-06-10 19:35:00,Rotura,Media,5.22,Inspección
2251,21,13,12,1,2025-06-11,2025-06-11 09:20:00,Pérdida de presión,Media,6.99,Inspección
2252,15,1,5,1,2025-06-11,2025-06-11 16:32:00,Vibraciones excesivas,Media,7.46,Operador
2253,17,25,1,2,2025-06-12,2025-06-12 05:59:00,Deformación,Alta,17.62,Monitoreo remoto
2254,21,25,3,1,2025-06-12,2025-06-12 08:15:00,Fatiga estructural,Alta,18.0,Operador
2255,2,8,7,1,2025-06-12,2025-06-12 17:11:00,Pérdida de señal,Media,5.29,Operador
2256,19,5,2,2,2025-06-13,2025-06-13 01:24:00,Fuga de aceite,Baja,1.68,Inspección
2257,1,35,2,2,2025-06-13,2025-06-13 02:56:00,Falla de pantalla,Media,4.58,Operador
2258,10,28,4,1,2025-06-13,2025-06-13 07:00:00,Fatiga estructural,Alta,20.18,Monitoreo remoto
2259,16,8,11,1,2025-06-13,2025-06-13 10:44:00,Pérdida de señal,Media,4.4,Operador
2260,3,2,12,2,2025-06-14,2025-06-14 06:05:00,Fuga de aceite,Media,6.15,Inspección
2261,4,14,16,1,2025-06-14,2025-06-14 08:07:00,Rotura de cilindro,Media,6.34,Inspección
2262,1,21,14,2,2025-06-15,2025-06-15 00:07:00,Desgaste excesivo,Alta,17.87,Operador
2263,14,12,14,1,2025-06-16,2025-06-16 09:50:00,Rotura de cilindro,Media,7.15,Operador
2264,1,14,4,1,2025-06-16,2025-06-16 11:17:00,Rotura de cilindro,Media,4.81,Monitoreo remoto
2265,2,19,6,2,2025-06-16,2025-06-16 20:38:00,Recalentamiento,Alta,16.05,Inspección
2266,3,22,6,2,2025-06-17,2025-06-17 02:43:00,Falla de frenos,Media,7.45,Monitoreo remoto
2267,7,17,10,1,2025-06-17,2025-06-17 11:20:00,Patinamiento,Baja,2.51,Monitoreo remoto
2268,20,14,16,1,2025-06-17,2025-06-17 15:05:00,Fuga hidráulica,Media,5.5,Operador
2269,2,36,16,1,2025-06-18,2025-06-18 09:04:00,Falla de pantalla,Baja,2.18,Operador
2270,14,11,10,1,2025-06-18,2025-06-18 10:21:00,Falla de arranque,Alta,17.0,Inspección
2271,7,14,16,2,2025-06-19,2025-06-19 05:53:00,Vibraciones excesivas,Media,8.07,Operador
2272,17,14,7,1,2025-06-19,2025-06-19 13:08:00,Fuga hidráulica,Baja,1.45,Inspección
2273,18,15,6,1,2025-06-19,2025-06-19 13:54:00,Rotura de cilindro,Baja,2.68,Operador
2274,14,16,15,1,2025-06-20,2025-06-20 14:35:00,Vibraciones excesivas,Baja,2.62,Inspección
2275,19,6,15,2,2025-06-21,2025-06-21 00:06:00,Pérdida de potencia,Media,6.31,Inspección
2276,4,24,4,2,2025-06-21,2025-06-21 06:35:00,Pinchadura,Alta,23.86,Operador
2277,8,10,13,1,2025-06-21,2025-06-21 15:01:00,Falla eléctrica,Baja,2.53,Inspección
2278,10,12,15,2,2025-06-22,2025-06-22 06:08:00,Fuga hidráulica,Media,8.91,Monitoreo remoto
2279,1,6,4,1,2025-06-22,2025-06-22 10:35:00,Recalentamiento,Crítica,43.31,Operador
2280,19,34,14,1,2025-06-22,2025-06-22 12:01:00,Desgaste de broca,Media,6.13,Operador
2281,10,35,9,1,2025-06-22,2025-06-22 15:35:00,Falla de controles,Baja,2.43,Monitoreo remoto
2282,4,21,15,2,2025-06-22,2025-06-22 19:32:00,Desgaste excesivo,Baja,2.08,Operador
2283,21,12,3,1,2025-06-23,2025-06-23 09:22:00,Fuga hidráulica,Media,6.05,Inspección
2284,8,5,16,1,2025-06-23,2025-06-23 11:34:00,Vibraciones excesivas,Media,6.23,Monitoreo remoto
2285,15,35,6,2,2025-06-24,2025-06-24 01:57:00,Falla de controles,Baja,2.85,Inspección
2286,13,8,2,2,2025-06-24,2025-06-24 02:11:00,Falla de arranque,Alta,19.83,Operador
2287,21,8,2,2,2025-06-24,2025-06-24 19:30:00,Falla eléctrica,Baja,2.12,Monitoreo remoto
2288,10,14,12,2,2025-06-25,2025-06-25 03:27:00,Rotura de cilindro,Media,5.72,Monitoreo remoto
2289,19,3,14,1,2025-06-25,2025-06-25 13:26:00,Recalentamiento,Alta,15.46,Inspección
2290,1,15,11,1,2025-06-25,2025-06-25 15:53:00,Recalentamiento aceite,Media,6.88,Operador
2291,18,34,11,2,2025-06-25,2025-06-25 19:03:00,Fractura de diente,Media,8.86,Inspección
2292,3,15,13,2,2025-06-25,2025-06-25 23:27:00,Rotura de cilindro,Media,4.39,Operador
2293,9,16,6,2,2025-06-27,2025-06-27 05:19:00,Fuga hidráulica,Alta,20.12,Inspección
2294,4,12,13,1,2025-06-27,2025-06-27 16:25:00,Rotura de cilindro,Media,5.77,Operador
2295,15,7,2,2,2025-06-27,2025-06-27 19:18:00,Falla eléctrica,Media,5.46,Operador
2296,5,26,7,1,2025-06-28,2025-06-28 15:06:00,Deformación,Alta,14.71,Operador
2297,10,36,14,2,2025-06-28,2025-06-28 19:57:00,Falla de controles,Alta,21.38,Monitoreo remoto
2298,14,30,3,1,2025-06-29,2025-06-29 07:28:00,Desgaste cuchara,Media,4.27,Inspección
2299,16,5,10,2,2025-06-30,2025-06-30 00:03:00,Vibraciones excesivas,Baja,2.3,Inspección
2300,1,1,15,2,2025-07-01,2025-07-01 20:06:00,Ruido anormal,Baja,1.78,Operador
2301,3,20,9,1,2025-07-02,2025-07-02 15:51:00,Vibración al frenar,Alta,23.42,Monitoreo remoto
2302,12,16,15,2,2025-07-03,2025-07-03 02:19:00,Fuga hidráulica,Media,8.08,Operador
2303,14,8,12,1,2025-07-03,2025-07-03 16:24:00,Pérdida de señal,Baja,2.75,Operador
2304,13,13,8,2,2025-07-04,2025-07-04 05:30:00,Recalentamiento aceite,Media,5.32,Inspección
2305,21,31,4,2,2025-07-04,2025-07-04 05:48:00,Desgaste de broca,Alta,13.05,Inspección
2306,7,14,8,1,2025-07-04,2025-07-04 15:39:00,Vibraciones excesivas,Alta,13.42,Operador
2307,11,30,13,2,2025-07-04,2025-07-04 22:07:00,Desgaste cuchara,Media,6.1,Operador
2308,17,16,16,2,2025-07-05,2025-07-05 04:19:00,Rotura de cilindro,Baja,1.85,Inspección
2309,16,3,9,2,2025-07-05,2025-07-05 05:42:00,Ruido anormal,Media,6.0,Operador
2310,12,28,10,1,2025-07-05,2025-07-05 15:43:00,Fatiga estructural,Baja,2.71,Operador
2311,19,31,3,2,2025-07-05,2025-07-05 23:19:00,Fatiga de material,Baja,1.57,Inspección
2312,1,17,13,2,2025-07-05,2025-07-05 23:46:00,Recalentamiento,Crítica,37.29,Monitoreo remoto
2313,6,26,4,2,2025-07-06,2025-07-06 06:30:00,Deformación,Media,7.1,Operador
2314,7,15,7,1,2025-07-06,2025-07-06 15:23:00,Recalentamiento aceite,Media,5.33,Operador
2315,17,7,6,2,2025-07-06,2025-07-06 22:32:00,Cortocircuito,Media,6.22,Operador
2316,6,9,8,1,2025-07-07,2025-07-07 18:42:00,Sobrecarga,Alta,14.39,Operador
2317,6,8,15,2,2025-07-08,2025-07-08 06:12:00,Cortocircuito,Media,6.19,Inspección
2318,8,20,8,1,2025-07-08,2025-07-08 17:02:00,Desgaste excesivo,Baja,2.58,Monitoreo remoto
2319,5,16,9,2,2025-07-09,2025-07-09 03:55:00,Fuga hidráulica,Media,4.91,Operador
2320,17,32,9,1,2025-07-09,2025-07-09 15:31:00,Fractura de diente,Alta,16.43,Operador
2321,18,35,1,2,2025-07-10,2025-07-10 06:47:00,Falla de A/C,Baja,2.37,Operador
2322,19,15,8,1,2025-07-10,2025-07-10 07:15:00,Rotura de cilindro,Media,5.07,Operador
2323,4,20,7,1,2025-07-10,2025-07-10 08:54:00,Vibración al frenar,Media,8.8,Inspección
2324,20,16,6,1,2025-07-10,2025-07-10 18:32:00,Pérdida de presión,Alta,12.61,Operador
2325,6,4,11,1,2025-07-11,2025-07-11 15:06:00,Pérdida de potencia,Media,5.35,Inspección
2326,21,15,10,1,2025-07-12,2025-07-12 17:04:00,Recalentamiento aceite,Baja,1.67,Operador
2327,11,28,10,2,2025-07-12,2025-07-12 19:40:00,Fisura,Media,7.57,Monitoreo remoto
2328,20,31,4,1,2025-07-13,2025-07-13 08:34:00,Desgaste de broca,Baja,1.59,Operador
2329,5,20,9,1,2025-07-13,2025-07-13 11:19:00,Vibración al frenar,Media,7.73,Operador
2330,15,30,9,1,2025-07-13,2025-07-13 12:48:00,Rotura,Baja,2.98,Operador
2331,17,9,9,1,2025-07-13,2025-07-13 14:13:00,Falla eléctrica,Baja,1.55,Inspección
2332,18,13,5,2,2025-07-13,2025-07-13 20:59:00,Pérdida de presión,Baja,1.85,Operador
2333,21,10,3,1,2025-07-14,2025-07-14 07:07:00,Sobrecarga,Baja,1.73,Operador
2334,16,16,16,1,2025-07-14,2025-07-14 15:55:00,Vibraciones excesivas,Media,8.24,Inspección
2335,12,30,3,2,2025-07-14,2025-07-14 22:23:00,Desgaste cuchara,Media,6.14,Operador
2336,11,12,8,2,2025-07-15,2025-07-15 06:32:00,Recalentamiento aceite,Media,7.07,Operador
2337,16,14,11,1,2025-07-15,2025-07-15 07:43:00,Pérdida de presión,Baja,2.48,Operador
2338,13,1,3,2,2025-07-15,2025-07-15 20:59:00,Pérdida de potencia,Media,7.29,Monitoreo remoto
2339,2,6,16,1,2025-07-16,2025-07-16 14:40:00,Pérdida de potencia,Media,8.38,Inspección
2340,7,19,6,2,2025-07-17,2025-07-17 01:25:00,Recalentamiento,Crítica,64.48,Operador
2341,5,17,11,1,2025-07-17,2025-07-17 08:10:00,Desgaste de engranajes,Baja,2.87,Inspección
2342,17,34,15,1,2025-07-17,2025-07-17 18:25:00,Desgaste cuchara,Alta,16.42,Operador
2343,5,21,12,1,2025-07-17,2025-07-17 18:27:00,Vibración al frenar,Baja,2.05,Monitoreo remoto
2344,19,14,11,2,2025-07-17,2025-07-17 23:22:00,Vibraciones excesivas,Baja,2.72,Monitoreo remoto
2345,20,5,15,2,2025-07-18,2025-07-18 03:26:00,Fuga de aceite,Baja,1.71,Inspección
2346,9,3,16,2,2025-07-18,2025-07-18 03:37:00,Fuga de aceite,Baja,2.68,Inspección
2347,9,14,13,1,2025-07-18,2025-07-18 13:54:00,Vibraciones excesivas,Baja,1.52,Operador
2348,1,16,15,1,2025-07-18,2025-07-18 16:26:00,Vibraciones excesivas,Media,4.49,Operador
2349,19,2,5,1,2025-07-18,2025-07-18 17:02:00,Vibraciones excesivas,Alta,11.35,Operador
2350,7,14,16,1,2025-07-18,2025-07-18 17:43:00,Rotura de cilindro,Media,4.81,Operador
2351,21,33,5,1,2025-07-19,2025-07-19 08:26:00,Fatiga de material,Baja,1.48,Operador
2352,12,13,9,1,2025-07-19,2025-07-19 09:22:00,Pérdida de presión,Baja,2.81,Monitoreo remoto
2353,2,14,10,2,2025-07-19,2025-07-19 21:38:00,Fuga hidráulica,Baja,2.79,Inspección
2354,9,12,2,2,2025-07-20,2025-07-20 05:44:00,Pérdida de presión,Media,7.57,Monitoreo remoto
2355,1,8,2,1,2025-07-20,2025-07-20 11:26:00,Pérdida de señal,Baja,1.62,Monitoreo remoto
2356,6,18,10,1,2025-07-20,2025-07-20 13:57:00,Patinamiento,Media,8.21,Operador
2357,6,16,11,2,2025-07-21,2025-07-21 03:09:00,Rotura de cilindro,Alta,19.67,Inspección
2358,9,35,4,1,2025-07-21,2025-07-21 11:40:00,Falla de pantalla,Media,7.96,Operador
2359,1,35,8,1,2025-07-21,2025-07-21 13:24:00,Falla de A/C,Media,4.65,Inspección
2360,18,16,14,2,2025-07-21,2025-07-21 20:52:00,Fuga hidráulica,Alta,16.71,Inspección
2361,8,16,13,1,2025-07-23,2025-07-23 08:07:00,Vibraciones excesivas,Media,6.84,Operador
2362,15,7,5,2,2025-07-24,2025-07-24 00:31:00,Cortocircuito,Media,5.48,Operador
2363,1,5,12,2,2025-07-24,2025-07-24 06:59:00,Fuga de aceite,Alta,18.33,Operador
2364,19,13,9,2,2025-07-24,2025-07-24 22:43:00,Fuga hidráulica,Baja,2.57,Inspección
2365,21,16,3,2,2025-07-25,2025-07-25 05:51:00,Pérdida de presión,Media,7.99,Operador
2366,6,23,11,2,2025-07-25,2025-07-25 21:48:00,Desgaste prematuro,Media,6.22,Operador
2367,11,16,15,1,2025-07-26,2025-07-26 08:01:00,Recalentamiento aceite,Alta,16.86,Operador
2368,9,20,13,1,2025-07-26,2025-07-26 08:54:00,Fuga de fluido,Alta,20.82,Monitoreo remoto
2369,17,33,13,1,2025-07-26,2025-07-26 11:26:00,Fatiga de material,Crítica,71.19,Inspección
2370,13,25,6,2,2025-07-27,2025-07-27 03:42:00,Deformación,Media,7.97,Operador
2371,12,15,6,1,2025-07-27,2025-07-27 12:55:00,Pérdida de presión,Baja,1.79,Operador
2372,18,9,2,1,2025-07-28,2025-07-28 17:41:00,Falla eléctrica,Media,5.04,Monitoreo remoto
2373,7,20,1,2,2025-07-29,2025-07-29 22:25:00,Desgaste excesivo,Media,4.67,Monitoreo remoto
2374,20,35,7,1,2025-07-30,2025-07-30 18:00:00,Falla de pantalla,Media,5.69,Operador
2375,10,30,9,2,2025-07-31,2025-07-31 06:34:00,Desgaste de broca,Media,7.45,Operador
2376,10,29,4,1,2025-07-31,2025-07-31 10:40:00,Desgaste cuchara,Media,5.25,Operador
2377,6,20,13,2,2025-08-01,2025-08-01 01:07:00,Desgaste excesivo,Baja,1.81,Operador
2378,2,9,8,2,2025-08-01,2025-08-01 22:45:00,Falla eléctrica,Media,6.09,Operador
2379,9,18,14,2,2025-08-01,2025-08-01 23:22:00,Recalentamiento,Alta,19.29,Inspección
2380,5,35,4,2,2025-08-01,2025-08-01 23:42:00,Falla de controles,Baja,2.16,Monitoreo remoto
2381,9,26,9,1,2025-08-02,2025-08-02 10:40:00,Fatiga estructural,Alta,22.68,Inspección
2382,4,26,12,1,2025-08-02,2025-08-02 12:35:00,Fatiga estructural,Baja,2.98,Inspección
2383,13,9,16,2,2025-08-02,2025-08-02 22:33:00,Falla de arranque,Media,6.01,Inspección
2384,20,8,14,2,2025-08-03,2025-08-03 21:03:00,Pérdida de señal,Baja,2.43,Inspección
2385,20,2,9,2,2025-08-04,2025-08-04 03:34:00,Vibraciones excesivas,Media,5.32,Operador
2386,6,14,10,1,2025-08-04,2025-08-04 15:49:00,Recalentamiento aceite,Baja,2.74,Operador
2387,15,3,13,1,2025-08-04,2025-08-04 17:05:00,Ruido anormal,Alta,18.15,Monitoreo remoto
2388,18,35,3,1,2025-08-04,2025-08-04 18:40:00,Falla de A/C,Media,8.26,Inspección
2389,10,8,15,1,2025-08-05,2025-08-05 08:55:00,Falla eléctrica,Media,8.96,Operador
2390,6,10,4,2,2025-08-05,2025-08-05 23:35:00,Pérdida de señal,Media,7.14,Operador
2391,3,16,2,2,2025-08-06,2025-08-06 20:30:00,Fuga hidráulica,Baja,2.5,Operador
2392,13,7,11,2,2025-08-06,2025-08-06 22:29:00,Cortocircuito,Baja,2.61,Operador
2393,16,31,13,2,2025-08-06,2025-08-06 23:49:00,Rotura,Media,4.69,Inspección
2394,13,6,6,1,2025-08-07,2025-08-07 11:07:00,Fuga de aceite,Media,5.15,Inspección
2395,20,33,6,1,2025-08-07,2025-08-07 15:21:00,Desgaste de broca,Media,7.96,Inspección
2396,20,32,5,2,2025-08-07,2025-08-07 20:21:00,Fatiga de material,Crítica,45.69,Operador
2397,7,15,7,1,2025-08-08,2025-08-08 12:33:00,Vibraciones excesivas,Baja,2.25,Monitoreo remoto
2398,10,14,12,1,2025-08-08,2025-08-08 15:00:00,Fuga hidráulica,Media,5.94,Operador
2399,13,12,7,2,2025-08-09,2025-08-09 19:38:00,Vibraciones excesivas,Media,8.41,Inspección
2400,11,27,13,1,2025-08-10,2025-08-10 15:37:00,Deformación,Alta,22.99,Operador
2401,4,8,15,2,2025-08-11,2025-08-11 00:24:00,Cortocircuito,Alta,18.66,Monitoreo remoto
2402,9,2,4,2,2025-08-11,2025-08-11 00:37:00,Pérdida de potencia,Alta,13.42,Monitoreo remoto
2403,15,14,15,1,2025-08-11,2025-08-11 11:00:00,Fuga hidráulica,Baja,1.65,Operador
2404,16,8,10,2,2025-08-12,2025-08-12 04:27:00,Sobrecarga,Baja,2.48,Operador
2405,15,10,3,1,2025-08-12,2025-08-12 10:17:00,Sobrecarga,Baja,2.79,Inspección
2406,14,2,12,2,2025-08-12,2025-08-12 22:52:00,Ruido anormal,Alta,13.8,Monitoreo remoto
2407,7,14,8,2,2025-08-13,2025-08-13 06:34:00,Vibraciones excesivas,Media,4.54,Inspección
2408,13,30,8,1,2025-08-14,2025-08-14 13:09:00,Fatiga de material,Media,8.48,Inspección
2409,7,16,8,2,2025-08-15,2025-08-15 03:55:00,Fuga hidráulica,Baja,1.64,Operador
2410,1,9,7,1,2025-08-15,2025-08-15 08:50:00,Falla eléctrica,Media,6.72,Operador
2411,4,35,16,2,2025-08-16,2025-08-16 20:17:00,Falla de pantalla,Baja,2.53,Operador
2412,19,16,2,1,2025-08-17,2025-08-17 09:38:00,Rotura de cilindro,Media,7.53,Operador
2413,5,8,11,2,2025-08-18,2025-08-18 03:16:00,Falla de arranque,Media,6.78,Operador
2414,7,7,11,2,2025-08-19,2025-08-19 04:29:00,Falla eléctrica,Media,7.21,Operador
2415,3,13,4,1,2025-08-20,2025-08-20 07:38:00,Vibraciones excesivas,Media,4.51,Inspección
2416,9,15,10,1,2025-08-20,2025-08-20 09:26:00,Recalentamiento aceite,Baja,1.4,Operador
2417,11,14,2,1,2025-08-20,2025-08-20 10:44:00,Rotura de cilindro,Alta,18.3,Inspección
2418,5,16,15,1,2025-08-20,2025-08-20 13:21:00,Fuga hidráulica,Alta,18.41,Operador
2419,19,4,6,1,2025-08-20,2025-08-20 15:42:00,Vibraciones excesivas,Baja,2.57,Inspección
2420,16,15,9,1,2025-08-20,2025-08-20 16:13:00,Vibraciones excesivas,Media,8.62,Operador
2421,2,12,2,2,2025-08-20,2025-08-20 20:03:00,Vibraciones excesivas,Media,6.27,Operador
2422,13,15,7,2,2025-08-21,2025-08-21 06:50:00,Recalentamiento aceite,Baja,1.84,Operador
2423,4,7,7,1,2025-08-21,2025-08-21 10:15:00,Cortocircuito,Baja,2.73,Inspección
2424,2,20,8,1,2025-08-21,2025-08-21 16:10:00,Fuga de fluido,Alta,23.32,Operador
2425,21,36,10,1,2025-08-21,2025-08-21 16:14:00,Falla de pantalla,Media,6.15,Operador
2426,6,2,9,2,2025-08-22,2025-08-22 00:05:00,Ruido anormal,Media,5.25,Operador
2427,13,16,11,2,2025-08-22,2025-08-22 03:16:00,Recalentamiento aceite,Media,5.19,Inspección
